100 50
1 1 N
1 2 N
1 3 N
1 4 T
1 5 N
1 6 T
1 7 N
1 8 T
1 9 N
1 10 T
1 11 H
1 12 T
1 13 N
1 14 B
1 15 T
1 16 T
1 17 T
1 18 T
1 19 T
1 20 N
1 21 H
1 22 H
1 23 T
1 24 N
1 25 N
1 26 H
1 27 B
1 28 B
1 29 N
1 30 N
1 31 N
1 32 N
1 33 B
1 34 T
1 35 N
1 36 T
1 37 H
1 38 N
1 39 N
1 40 H
1 41 N
1 42 N
1 43 H
1 44 N
1 45 N
1 46 H
1 47 T
1 48 T
1 49 T
1 50 N
2 1 H
2 2 H
2 3 N
2 4 B
2 5 B
2 6 H
2 7 H
2 8 T
2 9 B
2 10 T
2 11 H
2 12 N
2 13 N
2 14 H
2 15 T
2 16 N
2 17 N
2 18 N
2 19 N
2 20 N
2 21 N
2 22 B
2 23 N
2 24 T
2 25 N
2 26 N
2 27 B
2 28 H
2 29 N
2 30 B
2 31 B
2 32 N
2 33 N
2 34 T
2 35 N
2 36 N
2 37 N
2 38 N
2 39 N
2 40 H
2 41 N
2 42 H
2 43 B
2 44 N
2 45 H
2 46 N
2 47 T
2 48 T
2 49 N
2 50 H
3 1 H
3 2 H
3 3 N
3 4 N
3 5 B
3 6 T
3 7 T
3 8 B
3 9 N
3 10 N
3 11 N
3 12 H
3 13 N
3 14 B
3 15 N
3 16 B
3 17 H
3 18 T
3 19 N
3 20 N
3 21 N
3 22 H
3 23 N
3 24 N
3 25 N
3 26 N
3 27 N
3 28 B
3 29 T
3 30 H
3 31 N
3 32 N
3 33 T
3 34 N
3 35 B
3 36 T
3 37 N
3 38 N
3 39 N
3 40 T
3 41 B
3 42 T
3 43 H
3 44 H
3 45 N
3 46 N
3 47 T
3 48 N
3 49 T
3 50 N
4 1 N
4 2 H
4 3 T
4 4 H
4 5 N
4 6 N
4 7 N
4 8 N
4 9 N
4 10 B
4 11 T
4 12 T
4 13 N
4 14 N
4 15 N
4 16 N
4 17 N
4 18 N
4 19 B
4 20 N
4 21 H
4 22 B
4 23 H
4 24 H
4 25 T
4 26 N
4 27 N
4 28 N
4 29 T
4 30 N
4 31 N
4 32 T
4 33 N
4 34 B
4 35 B
4 36 H
4 37 T
4 38 H
4 39 N
4 40 T
4 41 N
4 42 N
4 43 N
4 44 N
4 45 N
4 46 N
4 47 N
4 48 N
4 49 B
4 50 N
5 1 N
5 2 N
5 3 N
5 4 B
5 5 B
5 6 N
5 7 H
5 8 T
5 9 N
5 10 N
5 11 N
5 12 N
5 13 H
5 14 H
5 15 H
5 16 N
5 17 N
5 18 N
5 19 N
5 20 H
5 21 T
5 22 N
5 23 N
5 24 N
5 25 N
5 26 H
5 27 N
5 28 T
5 29 T
5 30 N
5 31 N
5 32 B
5 33 B
5 34 H
5 35 H
5 36 N
5 37 H
5 38 T
5 39 H
5 40 T
5 41 B
5 42 N
5 43 T
5 44 N
5 45 N
5 46 N
5 47 N
5 48 N
5 49 T
5 50 T
6 1 T
6 2 N
6 3 T
6 4 T
6 5 N
6 6 N
6 7 N
6 8 N
6 9 H
6 10 N
6 11 N
6 12 N
6 13 H
6 14 N
6 15 H
6 16 H
6 17 N
6 18 B
6 19 N
6 20 T
6 21 H
6 22 N
6 23 B
6 24 H
6 25 N
6 26 N
6 27 H
6 28 N
6 29 T
6 30 N
6 31 H
6 32 T
6 33 N
6 34 N
6 35 B
6 36 H
6 37 N
6 38 N
6 39 H
6 40 B
6 41 N
6 42 N
6 43 N
6 44 H
6 45 N
6 46 T
6 47 T
6 48 H
6 49 T
6 50 H
7 1 T
7 2 N
7 3 T
7 4 N
7 5 N
7 6 T
7 7 T
7 8 N
7 9 B
7 10 N
7 11 B
7 12 N
7 13 H
7 14 B
7 15 H
7 16 N
7 17 N
7 18 T
7 19 N
7 20 H
7 21 N
7 22 N
7 23 N
7 24 B
7 25 N
7 26 N
7 27 N
7 28 B
7 29 N
7 30 T
7 31 N
7 32 N
7 33 H
7 34 T
7 35 T
7 36 N
7 37 N
7 38 N
7 39 N
7 40 N
7 41 N
7 42 B
7 43 N
7 44 H
7 45 T
7 46 N
7 47 N
7 48 N
7 49 H
7 50 H
8 1 H
8 2 N
8 3 T
8 4 H
8 5 H
8 6 T
8 7 T
8 8 B
8 9 T
8 10 N
8 11 N
8 12 H
8 13 H
8 14 H
8 15 T
8 16 T
8 17 T
8 18 N
8 19 H
8 20 B
8 21 T
8 22 H
8 23 T
8 24 B
8 25 N
8 26 N
8 27 N
8 28 H
8 29 T
8 30 N
8 31 H
8 32 N
8 33 H
8 34 N
8 35 N
8 36 H
8 37 N
8 38 B
8 39 H
8 40 N
8 41 N
8 42 N
8 43 N
8 44 H
8 45 N
8 46 T
8 47 T
8 48 H
8 49 N
8 50 H
9 1 N
9 2 T
9 3 N
9 4 N
9 5 H
9 6 N
9 7 N
9 8 N
9 9 H
9 10 H
9 11 N
9 12 N
9 13 T
9 14 H
9 15 N
9 16 N
9 17 N
9 18 N
9 19 B
9 20 N
9 21 N
9 22 H
9 23 N
9 24 B
9 25 T
9 26 N
9 27 N
9 28 H
9 29 T
9 30 H
9 31 H
9 32 N
9 33 N
9 34 B
9 35 H
9 36 H
9 37 H
9 38 T
9 39 N
9 40 T
9 41 N
9 42 N
9 43 H
9 44 H
9 45 N
9 46 N
9 47 B
9 48 H
9 49 N
9 50 T
10 1 N
10 2 N
10 3 N
10 4 N
10 5 H
10 6 N
10 7 H
10 8 N
10 9 B
10 10 N
10 11 H
10 12 N
10 13 H
10 14 T
10 15 B
10 16 H
10 17 H
10 18 N
10 19 N
10 20 H
10 21 B
10 22 T
10 23 T
10 24 T
10 25 N
10 26 B
10 27 N
10 28 N
10 29 B
10 30 N
10 31 N
10 32 H
10 33 B
10 34 N
10 35 H
10 36 N
10 37 T
10 38 N
10 39 N
10 40 B
10 41 N
10 42 N
10 43 T
10 44 N
10 45 N
10 46 H
10 47 N
10 48 N
10 49 H
10 50 N
11 1 H
11 2 N
11 3 T
11 4 N
11 5 N
11 6 N
11 7 T
11 8 N
11 9 H
11 10 N
11 11 H
11 12 H
11 13 H
11 14 T
11 15 B
11 16 N
11 17 T
11 18 N
11 19 H
11 20 N
11 21 B
11 22 H
11 23 T
11 24 N
11 25 T
11 26 N
11 27 N
11 28 N
11 29 H
11 30 N
11 31 N
11 32 N
11 33 T
11 34 N
11 35 N
11 36 N
11 37 B
11 38 T
11 39 T
11 40 H
11 41 B
11 42 N
11 43 T
11 44 H
11 45 B
11 46 B
11 47 N
11 48 H
11 49 N
11 50 N
12 1 N
12 2 H
12 3 N
12 4 N
12 5 N
12 6 N
12 7 N
12 8 N
12 9 N
12 10 N
12 11 N
12 12 H
12 13 T
12 14 N
12 15 N
12 16 T
12 17 T
12 18 N
12 19 H
12 20 B
12 21 T
12 22 H
12 23 N
12 24 N
12 25 N
12 26 N
12 27 H
12 28 H
12 29 T
12 30 H
12 31 T
12 32 N
12 33 N
12 34 N
12 35 N
12 36 H
12 37 H
12 38 T
12 39 N
12 40 H
12 41 N
12 42 N
12 43 T
12 44 H
12 45 N
12 46 N
12 47 T
12 48 B
12 49 N
12 50 B
13 1 H
13 2 H
13 3 H
13 4 N
13 5 B
13 6 N
13 7 N
13 8 T
13 9 N
13 10 H
13 11 H
13 12 T
13 13 N
13 14 N
13 15 N
13 16 B
13 17 H
13 18 N
13 19 N
13 20 N
13 21 N
13 22 T
13 23 B
13 24 N
13 25 T
13 26 N
13 27 N
13 28 N
13 29 T
13 30 N
13 31 T
13 32 N
13 33 T
13 34 N
13 35 H
13 36 N
13 37 B
13 38 B
13 39 H
13 40 N
13 41 B
13 42 T
13 43 B
13 44 T
13 45 N
13 46 H
13 47 T
13 48 N
13 49 N
13 50 T
14 1 N
14 2 H
14 3 N
14 4 N
14 5 T
14 6 N
14 7 H
14 8 T
14 9 N
14 10 H
14 11 N
14 12 H
14 13 N
14 14 N
14 15 N
14 16 N
14 17 N
14 18 N
14 19 T
14 20 N
14 21 N
14 22 N
14 23 N
14 24 N
14 25 T
14 26 N
14 27 H
14 28 B
14 29 T
14 30 H
14 31 N
14 32 T
14 33 N
14 34 H
14 35 N
14 36 H
14 37 T
14 38 N
14 39 N
14 40 T
14 41 N
14 42 T
14 43 H
14 44 H
14 45 N
14 46 T
14 47 B
14 48 H
14 49 H
14 50 N
15 1 H
15 2 N
15 3 N
15 4 N
15 5 T
15 6 H
15 7 H
15 8 N
15 9 H
15 10 B
15 11 N
15 12 N
15 13 T
15 14 N
15 15 H
15 16 H
15 17 N
15 18 T
15 19 N
15 20 T
15 21 H
15 22 T
15 23 H
15 24 N
15 25 H
15 26 N
15 27 H
15 28 T
15 29 H
15 30 B
15 31 T
15 32 N
15 33 N
15 34 N
15 35 T
15 36 H
15 37 N
15 38 T
15 39 N
15 40 N
15 41 H
15 42 N
15 43 B
15 44 N
15 45 H
15 46 N
15 47 N
15 48 H
15 49 T
15 50 H
16 1 N
16 2 T
16 3 T
16 4 B
16 5 N
16 6 N
16 7 N
16 8 H
16 9 N
16 10 H
16 11 N
16 12 N
16 13 H
16 14 N
16 15 N
16 16 N
16 17 N
16 18 H
16 19 T
16 20 N
16 21 N
16 22 N
16 23 B
16 24 N
16 25 N
16 26 T
16 27 N
16 28 N
16 29 N
16 30 N
16 31 B
16 32 T
16 33 T
16 34 T
16 35 T
16 36 T
16 37 N
16 38 H
16 39 H
16 40 N
16 41 N
16 42 H
16 43 N
16 44 N
16 45 N
16 46 N
16 47 H
16 48 N
16 49 N
16 50 T
17 1 B
17 2 H
17 3 T
17 4 N
17 5 H
17 6 B
17 7 B
17 8 B
17 9 N
17 10 N
17 11 N
17 12 T
17 13 N
17 14 N
17 15 H
17 16 T
17 17 B
17 18 N
17 19 N
17 20 N
17 21 N
17 22 H
17 23 N
17 24 H
17 25 N
17 26 N
17 27 N
17 28 H
17 29 N
17 30 N
17 31 H
17 32 N
17 33 N
17 34 N
17 35 H
17 36 N
17 37 T
17 38 T
17 39 N
17 40 H
17 41 N
17 42 T
17 43 N
17 44 H
17 45 H
17 46 N
17 47 B
17 48 N
17 49 N
17 50 N
18 1 N
18 2 N
18 3 H
18 4 H
18 5 T
18 6 H
18 7 N
18 8 N
18 9 N
18 10 H
18 11 H
18 12 N
18 13 T
18 14 N
18 15 N
