100 50
1 1 N
1 2 N
1 3 T
1 4 N
1 5 N
1 6 N
1 7 H
1 8 N
1 9 N
1 10 T
1 11 H
1 12 N
1 13 N
1 14 H
1 15 B
1 16 N
1 17 B
1 18 T
1 19 H
1 20 N
1 21 N
1 22 H
1 23 N
1 24 T
1 25 T
1 26 H
1 27 T
1 28 N
1 29 N
1 30 N
1 31 N
1 32 T
1 33 N
1 34 T
1 35 N
1 36 N
1 37 N
1 38 B
1 39 H
1 40 T
1 41 N
1 42 N
1 43 H
1 44 N
1 45 B
1 46 H
1 47 N
1 48 T
1 49 N
1 50 T
2 1 T
2 2 N
2 3 N
2 4 B
2 5 H
2 6 B
2 7 N
2 8 N
2 9 H
2 10 H
2 11 H
2 12 N
2 13 H
2 14 H
2 15 N
2 16 H
2 17 T
2 18 N
2 19 N
2 20 B
2 21 B
2 22 T
2 23 N
2 24 T
2 25 N
2 26 B
2 27 T
2 28 H
2 29 N
2 30 H
2 31 H
2 32 H
2 33 T
2 34 N
2 35 H
2 36 H
2 37 B
2 38 N
2 39 H
2 40 N
2 41 N
2 42 H
2 43 N
2 44 H
2 45 N
2 46 N
2 47 N
2 48 N
2 49 H
2 50 H
3 1 B
3 2 N
3 3 N
3 4 N
3 5 N
3 6 T
3 7 N
3 8 H
3 9 H
3 10 N
3 11 H
3 12 H
3 13 N
3 14 N
3 15 H
3 16 T
3 17 T
3 18 N
3 19 N
3 20 H
3 21 N
3 22 H
3 23 T
3 24 N
3 25 H
3 26 T
3 27 N
3 28 N
3 29 T
3 30 B
3 31 T
3 32 H
3 33 N
3 34 T
3 35 N
3 36 N
3 37 H
3 38 B
3 39 H
3 40 T
3 41 N
3 42 H
3 43 H
3 44 T
3 45 N
3 46 N
3 47 N
3 48 H
3 49 N
3 50 N
4 1 N
4 2 N
4 3 B
4 4 H
4 5 H
4 6 T
4 7 N
4 8 T
4 9 N
4 10 N
4 11 H
4 12 N
4 13 H
4 14 N
4 15 N
4 16 T
4 17 T
4 18 N
4 19 H
4 20 H
4 21 N
4 22 T
4 23 H
4 24 H
4 25 T
4 26 N
4 27 B
4 28 N
4 29 N
4 30 H
4 31 N
4 32 T
4 33 B
4 34 N
4 35 N
4 36 H
4 37 H
4 38 H
4 39 B
4 40 N
4 41 H
4 42 N
4 43 N
4 44 B
4 45 N
4 46 H
4 47 T
4 48 N
4 49 N
4 50 N
5 1 B
5 2 N
5 3 B
5 4 N
5 5 H
5 6 N
5 7 N
5 8 H
5 9 H
5 10 H
5 11 B
5 12 H
5 13 T
5 14 H
5 15 N
5 16 N
5 17 N
5 18 N
5 19 H
5 20 N
5 21 N
5 22 B
5 23 H
5 24 N
5 25 N
5 26 T
5 27 B
5 28 T
5 29 N
5 30 B
5 31 T
5 32 T
5 33 N
5 34 N
5 35 N
5 36 T
5 37 N
5 38 N
5 39 N
5 40 N
5 41 N
5 42 H
5 43 T
5 44 N
5 45 B
5 46 N
5 47 N
5 48 N
5 49 N
5 50 N
6 1 N
6 2 T
6 3 N
6 4 N
6 5 N
6 6 B
6 7 B
6 8 N
6 9 T
6 10 N
6 11 H
6 12 T
6 13 N
6 14 N
6 15 N
6 16 B
6 17 N
6 18 N
6 19 N
6 20 N
6 21 H
6 22 T
6 23 N
6 24 H
6 25 T
6 26 N
6 27 T
6 28 N
6 29 N
6 30 N
6 31 T
6 32 T
6 33 T
6 34 B
6 35 N
6 36 N
6 37 T
6 38 N
6 39 H
6 40 N
6 41 B
6 42 N
6 43 T
6 44 N
6 45 B
6 46 N
6 47 H
6 48 T
6 49 B
6 50 N
7 1 N
7 2 T
7 3 H
7 4 H
7 5 T
7 6 N
7 7 N
7 8 B
7 9 N
7 10 N
7 11 N
7 12 N
7 13 N
7 14 B
7 15 H
7 16 H
7 17 N
7 18 H
7 19 N
7 20 B
7 21 T
7 22 N
7 23 N
7 24 T
7 25 N
7 26 T
7 27 N
7 28 H
7 29 N
7 30 N
7 31 T
7 32 N
7 33 N
7 34 T
7 35 T
7 36 B
7 37 B
7 38 N
7 39 N
7 40 N
7 41 T
7 42 N
7 43 H
7 44 H
7 45 T
7 46 T
7 47 N
7 48 T
7 49 N
7 50 H
8 1 T
8 2 N
8 3 N
8 4 T
8 5 N
8 6 T
8 7 N
8 8 T
8 9 T
8 10 B
8 11 B
8 12 T
8 13 H
8 14 T
8 15 N
8 16 N
8 17 N
8 18 N
8 19 N
8 20 H
8 21 H
8 22 T
8 23 T
8 24 N
8 25 T
8 26 T
8 27 T
8 28 N
8 29 N
8 30 N
8 31 N
8 32 H
8 33 H
8 34 N
8 35 N
8 36 N
8 37 B
8 38 N
8 39 N
8 40 N
8 41 N
8 42 N
8 43 N
8 44 B
8 45 N
8 46 H
8 47 B
8 48 T
8 49 N
8 50 B
9 1 N
9 2 B
9 3 T
9 4 T
9 5 N
9 6 B
9 7 N
9 8 H
9 9 H
9 10 N
9 11 N
9 12 N
9 13 B
9 14 T
9 15 T
9 16 N
9 17 N
9 18 N
9 19 B
9 20 H
9 21 B
9 22 T
9 23 N
9 24 N
9 25 T
9 26 N
9 27 T
9 28 N
9 29 N
9 30 T
9 31 H
9 32 N
9 33 N
9 34 T
9 35 N
9 36 N
9 37 B
9 38 N
9 39 N
9 40 H
9 41 N
9 42 H
9 43 H
9 44 N
9 45 T
9 46 B
9 47 T
9 48 N
9 49 N
9 50 T
10 1 N
10 2 N
10 3 N
10 4 N
10 5 T
10 6 T
10 7 H
10 8 H
10 9 T
10 10 H
10 11 N
10 12 N
10 13 T
10 14 T
10 15 N
10 16 T
10 17 T
10 18 H
10 19 N
10 20 N
10 21 N
10 22 H
10 23 N
10 24 N
10 25 T
10 26 N
10 27 N
10 28 H
10 29 N
10 30 N
10 31 B
10 32 H
10 33 B
10 34 H
10 35 B
10 36 N
10 37 T
10 38 H
10 39 T
10 40 B
10 41 N
10 42 N
10 43 T
10 44 T
10 45 N
10 46 N
10 47 N
10 48 B
10 49 N
10 50 H
11 1 H
11 2 H
11 3 T
11 4 T
11 5 N
11 6 N
11 7 T
11 8 N
11 9 H
11 10 N
11 11 N
11 12 B
11 13 N
11 14 N
11 15 H
11 16 N
11 17 T
11 18 N
11 19 H
11 20 T
11 21 N
11 22 T
11 23 T
11 24 N
11 25 H
11 26 T
11 27 N
11 28 N
11 29 N
11 30 N
11 31 N
11 32 T
11 33 B
11 34 T
11 35 N
11 36 N
11 37 N
11 38 N
11 39 H
11 40 H
11 41 H
11 42 T
11 43 H
11 44 N
11 45 N
11 46 T
11 47 H
11 48 N
11 49 T
11 50 N
12 1 H
12 2 N
12 3 N
12 4 B
12 5 N
12 6 H
12 7 T
12 8 N
12 9 H
12 10 N
12 11 B
12 12 H
12 13 T
12 14 N
12 15 N
12 16 N
12 17 T
12 18 B
12 19 N
12 20 N
12 21 N
12 22 N
12 23 N
12 24 H
12 25 B
12 26 H
12 27 N
12 28 N
12 29 H
12 30 N
12 31 T
12 32 N
12 33 N
12 34 N
12 35 N
12 36 N
12 37 N
12 38 N
12 39 N
12 40 N
12 41 H
12 42 N
12 43 B
12 44 H
12 45 T
12 46 H
12 47 T
12 48 N
12 49 H
12 50 B
13 1 N
13 2 N
13 3 H
13 4 N
13 5 N
13 6 N
13 7 N
13 8 N
13 9 N
13 10 N
13 11 B
13 12 B
13 13 N
13 14 T
13 15 N
13 16 T
13 17 N
13 18 H
13 19 H
13 20 H
13 21 N
13 22 N
13 23 B
13 24 T
13 25 H
13 26 T
13 27 N
13 28 T
13 29 N
13 30 T
13 31 N
13 32 N
13 33 T
13 34 N
13 35 T
13 36 T
13 37 T
13 38 N
13 39 B
13 40 N
13 41 T
13 42 N
13 43 N
13 44 N
13 45 H
13 46 B
13 47 N
13 48 T
13 49 T
13 50 N
14 1 N
14 2 T
14 3 N
14 4 N
14 5 N
14 6 N
14 7 N
14 8 N
14 9 T
14 10 N
14 11 T
14 12 H
14 13 T
14 14 N
14 15 N
14 16 T
14 17 N
14 18 B
14 19 T
14 20 N
14 21 N
14 22 N
14 23 H
14 24 N
14 25 B
14 26 B
14 27 N
14 28 T
14 29 H
14 30 T
14 31 N
14 32 H
14 33 N
14 34 N
14 35 T
14 36 B
14 37 B
14 38 T
14 39 N
14 40 H
14 41 N
14 42 N
14 43 H
14 44 N
14 45 N
14 46 N
14 47 B
14 48 T
14 49 N
14 50 B
15 1 N
15 2 H
15 3 N
15 4 T
15 5 N
15 6 H
15 7 H
15 8 N
15 9 N
15 10 N
15 11 N
15 12 N
15 13 N
15 14 N
15 15 N
15 16 T
15 17 H
15 18 B
15 19 N
15 20 B
15 21 B
15 22 N
15 23 T
15 24 H
15 25 H
15 26 H
15 27 N
15 28 H
15 29 T
15 30 N
15 31 T
15 32 T
15 33 H
15 34 H
15 35 H
15 36 N
15 37 N
15 38 N
15 39 H
15 40 N
15 41 H
15 42 H
15 43 N
15 44 T
15 45 N
15 46 N
15 47 B
15 48 N
15 49 H
15 50 N
16 1 N
16 2 H
16 3 T
16 4 B
16 5 N
16 6 N
16 7 N
16 8 H
16 9 H
16 10 H
16 11 N
16 12 B
16 13 B
16 14 N
16 15 N
16 16 N
16 17 N
16 18 T
16 19 T
16 20 N
16 21 T
16 22 N
16 23 B
16 24 T
16 25 T
16 26 H
16 27 N
16 28 N
16 29 T
16 30 T
16 31 N
16 32 T
16 33 N
16 34 H
16 35 N
16 36 T
16 37 N
16 38 T
16 39 N
16 40 N
16 41 H
16 42 N
16 43 T
16 44 T
16 45 B
16 46 T
16 47 N
16 48 H
16 49 N
16 50 N
17 1 T
17 2 T
17 3 N
17 4 N
17 5 T
17 6 H
17 7 H
17 8 N
17 9 T
17 10 N
17 11 T
17 12 B
17 13 N
17 14 H
17 15 N
17 16 N
17 17 N
17 18 H
17 19 N
17 20 B
17 21 N
17 22 N
17 23 N
17 24 H
17 25 T
17 26 T
17 27 N
17 28 N
17 29 N
17 30 N
17 31 N
17 32 T
17 33 N
17 34 N
17 35 T
17 36 T
17 37 H
17 38 T
17 39 B
17 40 T
17 41 H
17 42 N
17 43 T
17 44 T
17 45 B
17 46 N
17 47 N
17 48 H
17 49 H
17 50 N
18 1 N
18 2 T
18 3 N
18 4 N
18 5 T
18 6 N
18 7 B
18 8 T
18 9 B
18 10 B
18 11 N
18 12 N
18 13 H
18 14 N
18 15 T
