100 50
1 1 N
1 2 N
1 3 H
1 4 N
1 5 N
1 6 N
1 7 T
1 8 N
1 9 N
1 10 N
1 11 T
1 12 N
1 13 N
1 14 N
1 15 H
1 16 N
1 17 N
1 18 H
1 19 N
1 20 N
1 21 N
1 22 B
1 23 N
1 24 N
1 25 B
1 26 H
1 27 N
1 28 N
1 29 T
1 30 N
1 31 T
1 32 N
1 33 T
1 34 T
1 35 N
1 36 N
1 37 T
1 38 T
1 39 N
1 40 N
1 41 N
1 42 N
1 43 H
1 44 B
1 45 N
1 46 T
1 47 T
1 48 B
1 49 N
1 50 N
2 1 N
2 2 B
2 3 N
2 4 N
2 5 N
2 6 H
2 7 T
2 8 H
2 9 N
2 10 B
2 11 H
2 12 N
2 13 B
2 14 T
2 15 T
2 16 N
2 17 T
2 18 N
2 19 H
2 20 B
2 21 N
2 22 T
2 23 N
2 24 N
2 25 N
2 26 H
2 27 H
2 28 N
2 29 N
2 30 N
2 31 N
2 32 N
2 33 B
2 34 T
2 35 B
2 36 N
2 37 N
2 38 N
2 39 H
2 40 N
2 41 B
2 42 T
2 43 B
2 44 T
2 45 B
2 46 N
2 47 H
2 48 T
2 49 N
2 50 T
3 1 H
3 2 N
3 3 T
3 4 H
3 5 H
3 6 N
3 7 N
3 8 H
3 9 N
3 10 N
3 11 N
3 12 N
3 13 N
3 14 H
3 15 T
3 16 H
3 17 H
3 18 H
3 19 H
3 20 H
3 21 T
3 22 H
3 23 N
3 24 B
3 25 N
3 26 T
3 27 H
3 28 N
3 29 H
3 30 B
3 31 H
3 32 N
3 33 B
3 34 T
3 35 H
3 36 N
3 37 N
3 38 N
3 39 H
3 40 N
3 41 N
3 42 N
3 43 T
3 44 N
3 45 H
3 46 N
3 47 H
3 48 T
3 49 N
3 50 N
4 1 B
4 2 N
4 3 N
4 4 T
4 5 T
4 6 N
4 7 T
4 8 B
4 9 T
4 10 T
4 11 N
4 12 T
4 13 N
4 14 N
4 15 B
4 16 N
4 17 T
4 18 T
4 19 N
4 20 N
4 21 B
4 22 T
4 23 N
4 24 N
4 25 H
4 26 T
4 27 T
4 28 T
4 29 H
4 30 N
4 31 N
4 32 N
4 33 B
4 34 N
4 35 H
4 36 T
4 37 N
4 38 H
4 39 H
4 40 N
4 41 N
4 42 B
4 43 T
4 44 H
4 45 B
4 46 N
4 47 H
4 48 B
4 49 N
4 50 T
5 1 N
5 2 N
5 3 N
5 4 H
5 5 H
5 6 H
5 7 N
5 8 N
5 9 T
5 10 T
5 11 N
5 12 N
5 13 N
5 14 H
5 15 N
5 16 N
5 17 T
5 18 N
5 19 N
5 20 N
5 21 H
5 22 N
5 23 B
5 24 T
5 25 T
5 26 T
5 27 H
5 28 N
5 29 H
5 30 H
5 31 H
5 32 N
5 33 N
5 34 N
5 35 N
5 36 H
5 37 T
5 38 N
5 39 B
5 40 N
5 41 N
5 42 N
5 43 N
5 44 N
5 45 T
5 46 N
5 47 T
5 48 T
5 49 N
5 50 N
6 1 T
6 2 H
6 3 T
6 4 N
6 5 N
6 6 N
6 7 N
6 8 T
6 9 T
6 10 N
6 11 N
6 12 N
6 13 H
6 14 N
6 15 B
6 16 N
6 17 H
6 18 N
6 19 H
6 20 N
6 21 T
6 22 T
6 23 N
6 24 N
6 25 H
6 26 T
6 27 H
6 28 T
6 29 N
6 30 T
6 31 N
6 32 H
6 33 N
6 34 N
6 35 T
6 36 N
6 37 N
6 38 H
6 39 B
6 40 N
6 41 T
6 42 N
6 43 N
6 44 N
6 45 N
6 46 H
6 47 N
6 48 H
6 49 N
6 50 H
7 1 B
7 2 N
7 3 N
7 4 H
7 5 N
7 6 N
7 7 B
7 8 B
7 9 H
7 10 N
7 11 N
7 12 N
7 13 N
7 14 B
7 15 N
7 16 H
7 17 N
7 18 N
7 19 B
7 20 N
7 21 N
7 22 N
7 23 N
7 24 H
7 25 H
7 26 N
7 27 B
7 28 N
7 29 N
7 30 H
7 31 T
7 32 T
7 33 T
7 34 H
7 35 N
7 36 B
7 37 N
7 38 H
7 39 N
7 40 H
7 41 N
7 42 N
7 43 N
7 44 H
7 45 H
7 46 N
7 47 H
7 48 N
7 49 H
7 50 H
8 1 B
8 2 T
8 3 T
8 4 N
8 5 N
8 6 N
8 7 N
8 8 T
8 9 N
8 10 N
8 11 N
8 12 T
8 13 N
8 14 T
8 15 T
8 16 N
8 17 T
8 18 N
8 19 N
8 20 N
8 21 H
8 22 N
8 23 T
8 24 N
8 25 T
8 26 N
8 27 N
8 28 N
8 29 N
8 30 N
8 31 B
8 32 N
8 33 B
8 34 N
8 35 T
8 36 T
8 37 N
8 38 T
8 39 T
8 40 T
8 41 T
8 42 H
8 43 N
8 44 H
8 45 T
8 46 B
8 47 T
8 48 N
8 49 T
8 50 N
9 1 T
9 2 N
9 3 N
9 4 N
9 5 N
9 6 H
9 7 N
9 8 N
9 9 N
9 10 B
9 11 H
9 12 N
9 13 N
9 14 B
9 15 H
9 16 N
9 17 N
9 18 N
9 19 T
9 20 N
9 21 N
9 22 T
9 23 H
9 24 N
9 25 H
9 26 T
9 27 T
9 28 N
9 29 B
9 30 N
9 31 N
9 32 T
9 33 N
9 34 T
9 35 N
9 36 H
9 37 N
9 38 H
9 39 N
9 40 H
9 41 H
9 42 H
9 43 H
9 44 N
9 45 N
9 46 N
9 47 N
9 48 N
9 49 T
9 50 N
10 1 N
10 2 N
10 3 T
10 4 T
10 5 T
10 6 N
10 7 B
10 8 N
10 9 B
10 10 H
10 11 N
10 12 H
10 13 H
10 14 N
10 15 N
10 16 N
10 17 N
10 18 T
10 19 N
10 20 N
10 21 N
10 22 B
10 23 B
10 24 N
10 25 N
10 26 N
10 27 N
10 28 T
10 29 N
10 30 N
10 31 N
10 32 N
10 33 B
10 34 N
10 35 N
10 36 N
10 37 N
10 38 N
10 39 N
10 40 T
10 41 B
10 42 H
10 43 T
10 44 H
10 45 H
10 46 N
10 47 H
10 48 H
10 49 T
10 50 B
11 1 B
11 2 N
11 3 N
11 4 H
11 5 T
11 6 H
11 7 N
11 8 N
11 9 T
11 10 N
11 11 T
11 12 N
11 13 N
11 14 N
11 15 N
11 16 N
11 17 N
11 18 B
11 19 N
11 20 B
11 21 T
11 22 T
11 23 T
11 24 N
11 25 T
11 26 B
11 27 B
11 28 N
11 29 N
11 30 H
11 31 N
11 32 T
11 33 B
11 34 N
11 35 N
11 36 N
11 37 N
11 38 H
11 39 N
11 40 T
11 41 N
11 42 B
11 43 N
11 44 B
11 45 H
11 46 T
11 47 N
11 48 N
11 49 N
11 50 H
12 1 N
12 2 T
12 3 N
12 4 T
12 5 H
12 6 T
12 7 B
12 8 N
12 9 T
12 10 N
12 11 N
12 12 N
12 13 N
12 14 N
12 15 N
12 16 N
12 17 H
12 18 N
12 19 T
12 20 T
12 21 H
12 22 N
12 23 B
12 24 N
12 25 N
12 26 B
12 27 T
12 28 N
12 29 T
12 30 T
12 31 N
12 32 N
12 33 N
12 34 H
12 35 N
12 36 H
12 37 N
12 38 N
12 39 B
12 40 N
12 41 B
12 42 B
12 43 H
12 44 N
12 45 T
12 46 H
12 47 N
12 48 H
12 49 N
12 50 N
13 1 N
13 2 N
13 3 H
13 4 N
13 5 N
13 6 B
13 7 H
13 8 H
13 9 T
13 10 H
13 11 N
13 12 H
13 13 B
13 14 H
13 15 H
13 16 T
13 17 N
13 18 N
13 19 N
13 20 H
13 21 N
13 22 N
13 23 N
13 24 N
13 25 T
13 26 N
13 27 N
13 28 B
13 29 N
13 30 T
13 31 N
13 32 H
13 33 N
13 34 N
13 35 N
13 36 T
13 37 N
13 38 B
13 39 N
13 40 N
13 41 N
13 42 B
13 43 N
13 44 N
13 45 N
13 46 H
13 47 B
13 48 T
13 49 N
13 50 T
14 1 H
14 2 N
14 3 N
14 4 N
14 5 B
14 6 B
14 7 N
14 8 N
14 9 B
14 10 N
14 11 T
14 12 N
14 13 B
14 14 H
14 15 N
14 16 B
14 17 N
14 18 T
14 19 T
14 20 B
14 21 N
14 22 N
14 23 T
14 24 T
14 25 N
14 26 N
14 27 N
14 28 H
14 29 T
14 30 N
14 31 T
14 32 T
14 33 N
14 34 N
14 35 N
14 36 N
14 37 H
14 38 T
14 39 N
14 40 T
14 41 T
14 42 H
14 43 B
14 44 B
14 45 H
14 46 N
14 47 T
14 48 N
14 49 H
14 50 N
15 1 H
15 2 H
15 3 B
15 4 H
15 5 N
15 6 N
15 7 N
15 8 H
15 9 N
15 10 B
15 11 N
15 12 N
15 13 N
15 14 H
15 15 N
15 16 N
15 17 T
15 18 N
15 19 H
15 20 T
15 21 N
15 22 N
15 23 H
15 24 N
15 25 N
15 26 N
15 27 H
15 28 N
15 29 T
15 30 N
15 31 H
15 32 H
15 33 N
15 34 B
15 35 N
15 36 T
15 37 N
15 38 N
15 39 N
15 40 H
15 41 N
15 42 N
15 43 H
15 44 H
15 45 N
15 46 N
15 47 H
15 48 N
15 49 T
15 50 N
16 1 N
16 2 N
16 3 T
16 4 T
16 5 H
16 6 N
16 7 T
16 8 H
16 9 N
16 10 N
16 11 H
16 12 B
16 13 N
16 14 H
16 15 H
16 16 N
16 17 T
16 18 B
16 19 T
16 20 N
16 21 H
16 22 N
16 23 T
16 24 T
16 25 B
16 26 N
16 27 B
16 28 N
16 29 N
16 30 N
16 31 T
16 32 H
16 33 H
16 34 N
16 35 N
16 36 N
16 37 T
16 38 T
16 39 N
16 40 N
16 41 N
16 42 T
16 43 B
16 44 N
16 45 N
16 46 N
16 47 N
16 48 H
16 49 T
16 50 N
17 1 H
17 2 T
17 3 T
17 4 H
17 5 T
17 6 T
17 7 H
17 8 B
17 9 N
17 10 T
17 11 T
17 12 H
17 13 T
17 14 N
17 15 H
17 16 T
17 17 T
17 18 H
17 19 N
17 20 H
17 21 N
17 22 T
17 23 T
17 24 T
17 25 B
17 26 N
17 27 N
17 28 T
17 29 N
17 30 H
17 31 N
17 32 B
17 33 H
17 34 N
17 35 N
17 36 H
17 37 H
17 38 N
17 39 B
17 40 T
17 41 H
17 42 T
17 43 N
17 44 N
17 45 T
17 46 N
17 47 N
17 48 T
17 49 H
17 50 N
18 1 B
18 2 N
18 3 N
18 4 N
18 5 N
18 6 N
18 7 N
18 8 H
18 9 N
18 10 N
18 11 T
18 12 H
18 13 H
18 14 N
18 15 N
