100 50
1 1 N
1 2 N
1 3 H
1 4 H
1 5 N
1 6 H
1 7 N
1 8 N
1 9 H
1 10 T
1 11 N
1 12 N
1 13 N
1 14 N
1 15 T
1 16 H
1 17 N
1 18 N
1 19 N
1 20 T
1 21 H
1 22 N
1 23 B
1 24 B
1 25 N
1 26 N
1 27 N
1 28 B
1 29 N
1 30 T
1 31 N
1 32 N
1 33 H
1 34 H
1 35 H
1 36 N
1 37 N
1 38 N
1 39 N
1 40 N
1 41 N
1 42 N
1 43 T
1 44 T
1 45 T
1 46 N
1 47 N
1 48 N
1 49 B
1 50 N
2 1 N
2 2 B
2 3 B
2 4 N
2 5 T
2 6 N
2 7 T
2 8 N
2 9 T
2 10 B
2 11 B
2 12 T
2 13 N
2 14 N
2 15 T
2 16 N
2 17 N
2 18 T
2 19 B
2 20 N
2 21 T
2 22 N
2 23 H
2 24 N
2 25 N
2 26 T
2 27 N
2 28 N
2 29 N
2 30 N
2 31 H
2 32 N
2 33 N
2 34 H
2 35 N
2 36 B
2 37 H
2 38 N
2 39 N
2 40 N
2 41 T
2 42 T
2 43 H
2 44 T
2 45 N
2 46 B
2 47 B
2 48 H
2 49 H
2 50 H
3 1 H
3 2 N
3 3 B
3 4 B
3 5 N
3 6 T
3 7 H
3 8 N
3 9 N
3 10 T
3 11 H
3 12 T
3 13 N
3 14 T
3 15 T
3 16 N
3 17 N
3 18 B
3 19 B
3 20 N
3 21 N
3 22 T
3 23 N
3 24 N
3 25 N
3 26 N
3 27 N
3 28 N
3 29 N
3 30 N
3 31 H
3 32 T
3 33 H
3 34 N
3 35 N
3 36 N
3 37 T
3 38 T
3 39 N
3 40 T
3 41 N
3 42 T
3 43 T
3 44 H
3 45 N
3 46 N
3 47 T
3 48 N
3 49 T
3 50 N
4 1 N
4 2 T
4 3 B
4 4 N
4 5 H
4 6 N
4 7 T
4 8 N
4 9 T
4 10 T
4 11 T
4 12 N
4 13 N
4 14 T
4 15 B
4 16 N
4 17 H
4 18 H
4 19 N
4 20 T
4 21 N
4 22 H
4 23 H
4 24 H
4 25 T
4 26 T
4 27 T
4 28 N
4 29 N
4 30 N
4 31 T
4 32 N
4 33 H
4 34 N
4 35 T
4 36 T
4 37 N
4 38 N
4 39 H
4 40 H
4 41 N
4 42 N
4 43 N
4 44 H
4 45 B
4 46 H
4 47 T
4 48 B
4 49 N
4 50 T
5 1 T
5 2 H
5 3 N
5 4 T
5 5 N
5 6 T
5 7 N
5 8 B
5 9 N
5 10 H
5 11 N
5 12 T
5 13 N
5 14 N
5 15 T
5 16 N
5 17 N
5 18 N
5 19 N
5 20 H
5 21 N
5 22 N
5 23 N
5 24 B
5 25 N
5 26 T
5 27 H
5 28 T
5 29 H
5 30 N
5 31 T
5 32 H
5 33 H
5 34 T
5 35 N
5 36 T
5 37 N
5 38 T
5 39 N
5 40 T
5 41 H
5 42 N
5 43 T
5 44 N
5 45 T
5 46 T
5 47 N
5 48 H
5 49 N
5 50 N
6 1 H
6 2 N
6 3 T
6 4 T
6 5 N
6 6 B
6 7 T
6 8 N
6 9 T
6 10 H
6 11 N
6 12 N
6 13 T
6 14 N
6 15 N
6 16 T
6 17 N
6 18 H
6 19 N
6 20 N
6 21 N
6 22 H
6 23 N
6 24 N
6 25 T
6 26 T
6 27 B
6 28 N
6 29 T
6 30 N
6 31 H
6 32 N
6 33 N
6 34 H
6 35 T
6 36 H
6 37 N
6 38 N
6 39 T
6 40 N
6 41 N
6 42 N
6 43 T
6 44 H
6 45 N
6 46 H
6 47 B
6 48 B
6 49 B
6 50 H
7 1 T
7 2 N
7 3 N
7 4 N
7 5 N
7 6 N
7 7 H
7 8 T
7 9 N
7 10 H
7 11 N
7 12 N
7 13 H
7 14 H
7 15 B
7 16 T
7 17 N
7 18 H
7 19 N
7 20 H
7 21 T
7 22 N
7 23 N
7 24 H
7 25 N
7 26 H
7 27 N
7 28 B
7 29 N
7 30 B
7 31 T
7 32 N
7 33 N
7 34 T
7 35 H
7 36 T
7 37 N
7 38 N
7 39 T
7 40 H
7 41 N
7 42 T
7 43 B
7 44 N
7 45 T
7 46 B
7 47 N
7 48 N
7 49 B
7 50 N
8 1 B
8 2 N
8 3 B
8 4 N
8 5 N
8 6 B
8 7 N
8 8 T
8 9 N
8 10 N
8 11 H
8 12 N
8 13 N
8 14 T
8 15 N
8 16 N
8 17 N
8 18 N
8 19 N
8 20 T
8 21 B
8 22 N
8 23 H
8 24 T
8 25 H
8 26 N
8 27 B
8 28 N
8 29 T
8 30 N
8 31 T
8 32 N
8 33 N
8 34 N
8 35 N
8 36 N
8 37 B
8 38 T
8 39 T
8 40 H
8 41 B
8 42 N
8 43 H
8 44 B
8 45 N
8 46 N
8 47 T
8 48 N
8 49 T
8 50 H
9 1 N
9 2 B
9 3 N
9 4 T
9 5 B
9 6 N
9 7 N
9 8 N
9 9 T
9 10 N
9 11 H
9 12 N
9 13 N
9 14 B
9 15 B
9 16 N
9 17 N
9 18 H
9 19 N
9 20 H
9 21 H
9 22 N
9 23 N
9 24 T
9 25 T
9 26 N
9 27 B
9 28 N
9 29 N
9 30 B
9 31 N
9 32 H
9 33 T
9 34 N
9 35 T
9 36 N
9 37 T
9 38 T
9 39 N
9 40 T
9 41 H
9 42 T
9 43 N
9 44 T
9 45 H
9 46 H
9 47 N
9 48 N
9 49 H
9 50 B
10 1 T
10 2 N
10 3 T
10 4 N
10 5 H
10 6 T
10 7 N
10 8 T
10 9 T
10 10 N
10 11 N
10 12 N
10 13 N
10 14 N
10 15 T
10 16 N
10 17 N
10 18 N
10 19 N
10 20 T
10 21 N
10 22 H
10 23 N
10 24 N
10 25 N
10 26 N
10 27 N
10 28 B
10 29 H
10 30 N
10 31 N
10 32 B
10 33 N
10 34 H
10 35 N
10 36 B
10 37 B
10 38 T
10 39 H
10 40 B
10 41 B
10 42 N
10 43 T
10 44 N
10 45 N
10 46 N
10 47 N
10 48 N
10 49 N
10 50 N
11 1 N
11 2 N
11 3 N
11 4 N
11 5 B
11 6 T
11 7 N
11 8 H
11 9 N
11 10 N
11 11 N
11 12 N
11 13 H
11 14 N
11 15 N
11 16 T
11 17 T
11 18 B
11 19 N
11 20 N
11 21 T
11 22 H
11 23 T
11 24 N
11 25 B
11 26 N
11 27 N
11 28 T
11 29 N
11 30 B
11 31 N
11 32 N
11 33 N
11 34 H
11 35 B
11 36 N
11 37 N
11 38 T
11 39 N
11 40 N
11 41 N
11 42 N
11 43 H
11 44 N
11 45 T
11 46 H
11 47 N
11 48 H
11 49 B
11 50 N
12 1 T
12 2 H
12 3 T
12 4 N
12 5 H
12 6 N
12 7 H
12 8 N
12 9 T
12 10 T
12 11 T
12 12 B
12 13 T
12 14 N
12 15 H
12 16 H
12 17 H
12 18 T
12 19 T
12 20 T
12 21 N
12 22 N
12 23 H
12 24 H
12 25 H
12 26 H
12 27 N
12 28 H
12 29 N
12 30 H
12 31 B
12 32 N
12 33 N
12 34 N
12 35 T
12 36 H
12 37 N
12 38 N
12 39 B
12 40 B
12 41 H
12 42 H
12 43 B
12 44 N
12 45 N
12 46 N
12 47 N
12 48 H
12 49 N
12 50 N
13 1 N
13 2 T
13 3 N
13 4 H
13 5 N
13 6 N
13 7 N
13 8 N
13 9 B
13 10 N
13 11 H
13 12 N
13 13 H
13 14 N
13 15 T
13 16 T
13 17 B
13 18 B
13 19 B
13 20 N
13 21 B
13 22 N
13 23 T
13 24 N
13 25 T
13 26 B
13 27 N
13 28 T
13 29 T
13 30 T
13 31 T
13 32 B
13 33 N
13 34 H
13 35 N
13 36 N
13 37 T
13 38 T
13 39 N
13 40 N
13 41 B
13 42 H
13 43 B
13 44 T
13 45 T
13 46 N
13 47 T
13 48 T
13 49 N
13 50 B
14 1 B
14 2 N
14 3 N
14 4 H
14 5 N
14 6 N
14 7 N
14 8 N
14 9 B
14 10 N
14 11 N
14 12 T
14 13 T
14 14 N
14 15 N
14 16 N
14 17 N
14 18 T
14 19 N
14 20 H
14 21 T
14 22 B
14 23 T
14 24 N
14 25 N
14 26 B
14 27 B
14 28 N
14 29 H
14 30 N
14 31 N
14 32 N
14 33 N
14 34 N
14 35 N
14 36 H
14 37 N
14 38 N
14 39 T
14 40 N
14 41 N
14 42 H
14 43 N
14 44 H
14 45 N
14 46 N
14 47 N
14 48 N
14 49 B
14 50 B
15 1 T
15 2 T
15 3 N
15 4 N
15 5 B
15 6 N
15 7 B
15 8 B
15 9 N
15 10 H
15 11 H
15 12 H
15 13 N
15 14 H
15 15 T
15 16 N
15 17 T
15 18 T
15 19 H
15 20 T
15 21 N
15 22 N
15 23 T
15 24 T
15 25 H
15 26 B
15 27 N
15 28 H
15 29 H
15 30 N
15 31 N
15 32 B
15 33 B
15 34 B
15 35 T
15 36 N
15 37 T
15 38 B
15 39 H
15 40 H
15 41 B
15 42 N
15 43 T
15 44 T
15 45 N
15 46 T
15 47 B
15 48 B
15 49 T
15 50 N
16 1 N
16 2 N
16 3 B
16 4 H
16 5 N
16 6 N
16 7 N
16 8 T
16 9 H
16 10 T
16 11 H
16 12 N
16 13 N
16 14 N
16 15 T
16 16 H
16 17 H
16 18 N
16 19 N
16 20 N
16 21 B
16 22 N
16 23 N
16 24 T
16 25 N
16 26 N
16 27 N
16 28 N
16 29 N
16 30 H
16 31 H
16 32 N
16 33 N
16 34 N
16 35 N
16 36 N
16 37 H
16 38 N
16 39 N
16 40 T
16 41 N
16 42 H
16 43 N
16 44 B
16 45 N
16 46 B
16 47 T
16 48 T
16 49 B
16 50 N
17 1 T
17 2 B
17 3 N
17 4 N
17 5 B
17 6 H
17 7 N
17 8 H
17 9 N
17 10 N
17 11 T
17 12 N
17 13 N
17 14 N
17 15 H
17 16 T
17 17 N
17 18 T
17 19 N
17 20 N
17 21 N
17 22 N
17 23 B
17 24 N
17 25 N
17 26 T
17 27 H
17 28 H
17 29 N
17 30 B
17 31 T
17 32 H
17 33 N
17 34 T
17 35 T
17 36 N
17 37 T
17 38 N
17 39 N
17 40 T
17 41 N
17 42 N
17 43 N
17 44 N
17 45 N
17 46 N
17 47 H
17 48 N
17 49 T
17 50 N
18 1 N
18 2 B
18 3 T
18 4 N
18 5 T
18 6 T
18 7 H
18 8 N
18 9 N
18 10 B
18 11 H
18 12 T
18 13 B
18 14 H
18 15 N
