100 50
1 1 N
1 2 N
1 3 T
1 4 B
1 5 N
1 6 T
1 7 N
1 8 T
1 9 B
1 10 B
1 11 N
1 12 B
1 13 N
1 14 N
1 15 B
1 16 T
1 17 N
1 18 N
1 19 T
1 20 N
1 21 H
1 22 N
1 23 H
1 24 N
1 25 T
1 26 H
1 27 H
1 28 H
1 29 T
1 30 N
1 31 H
1 32 B
1 33 T
1 34 N
1 35 T
1 36 H
1 37 N
1 38 B
1 39 H
1 40 N
1 41 H
1 42 N
1 43 T
1 44 T
1 45 B
1 46 N
1 47 N
1 48 H
1 49 N
1 50 T
2 1 N
2 2 T
2 3 B
2 4 N
2 5 B
2 6 H
2 7 N
2 8 N
2 9 N
2 10 N
2 11 T
2 12 H
2 13 T
2 14 N
2 15 N
2 16 T
2 17 N
2 18 H
2 19 H
2 20 N
2 21 N
2 22 N
2 23 N
2 24 N
2 25 B
2 26 N
2 27 H
2 28 B
2 29 N
2 30 N
2 31 H
2 32 T
2 33 T
2 34 N
2 35 N
2 36 T
2 37 N
2 38 T
2 39 N
2 40 N
2 41 N
2 42 N
2 43 N
2 44 N
2 45 N
2 46 T
2 47 H
2 48 B
2 49 N
2 50 N
3 1 H
3 2 N
3 3 H
3 4 H
3 5 T
3 6 N
3 7 H
3 8 H
3 9 H
3 10 N
3 11 T
3 12 H
3 13 N
3 14 B
3 15 N
3 16 T
3 17 H
3 18 T
3 19 H
3 20 N
3 21 N
3 22 N
3 23 T
3 24 N
3 25 N
3 26 N
3 27 H
3 28 T
3 29 N
3 30 T
3 31 N
3 32 N
3 33 N
3 34 N
3 35 N
3 36 N
3 37 N
3 38 H
3 39 T
3 40 H
3 41 H
3 42 T
3 43 N
3 44 N
3 45 H
3 46 N
3 47 N
3 48 N
3 49 N
3 50 B
4 1 B
4 2 T
4 3 N
4 4 H
4 5 N
4 6 N
4 7 T
4 8 H
4 9 T
4 10 N
4 11 H
4 12 N
4 13 N
4 14 N
4 15 H
4 16 T
4 17 H
4 18 H
4 19 N
4 20 H
4 21 T
4 22 N
4 23 T
4 24 T
4 25 H
4 26 N
4 27 T
4 28 N
4 29 T
4 30 N
4 31 N
4 32 T
4 33 H
4 34 N
4 35 N
4 36 H
4 37 H
4 38 H
4 39 N
4 40 H
4 41 N
4 42 B
4 43 H
4 44 N
4 45 H
4 46 N
4 47 N
4 48 T
4 49 H
4 50 T
5 1 T
5 2 H
5 3 N
5 4 T
5 5 H
5 6 N
5 7 N
5 8 B
5 9 H
5 10 H
5 11 H
5 12 T
5 13 B
5 14 H
5 15 B
5 16 N
5 17 N
5 18 N
5 19 N
5 20 N
5 21 B
5 22 T
5 23 B
5 24 N
5 25 B
5 26 T
5 27 N
5 28 T
5 29 N
5 30 T
5 31 N
5 32 N
5 33 H
5 34 H
5 35 N
5 36 N
5 37 N
5 38 N
5 39 H
5 40 H
5 41 H
5 42 N
5 43 T
5 44 N
5 45 H
5 46 N
5 47 N
5 48 H
5 49 N
5 50 N
6 1 B
6 2 N
6 3 B
6 4 N
6 5 N
6 6 H
6 7 N
6 8 N
6 9 N
6 10 H
6 11 B
6 12 N
6 13 H
6 14 N
6 15 N
6 16 N
6 17 N
6 18 H
6 19 B
6 20 N
6 21 N
6 22 B
6 23 N
6 24 N
6 25 N
6 26 N
6 27 H
6 28 T
6 29 N
6 30 N
6 31 N
6 32 H
6 33 N
6 34 H
6 35 N
6 36 N
6 37 B
6 38 B
6 39 H
6 40 H
6 41 H
6 42 N
6 43 T
6 44 N
6 45 N
6 46 B
6 47 B
6 48 N
6 49 N
6 50 H
7 1 H
7 2 N
7 3 T
7 4 N
7 5 T
7 6 N
7 7 T
7 8 N
7 9 N
7 10 H
7 11 N
7 12 H
7 13 T
7 14 N
7 15 H
7 16 N
7 17 N
7 18 N
7 19 H
7 20 N
7 21 T
7 22 N
7 23 N
7 24 H
7 25 N
7 26 T
7 27 N
7 28 H
7 29 T
7 30 N
7 31 N
7 32 H
7 33 H
7 34 B
7 35 T
7 36 H
7 37 H
7 38 T
7 39 N
7 40 N
7 41 T
7 42 H
7 43 N
7 44 N
7 45 T
7 46 B
7 47 T
7 48 N
7 49 T
7 50 N
8 1 H
8 2 T
8 3 N
8 4 B
8 5 B
8 6 N
8 7 H
8 8 H
8 9 H
8 10 T
8 11 B
8 12 N
8 13 H
8 14 N
8 15 N
8 16 H
8 17 B
8 18 T
8 19 N
8 20 T
8 21 T
8 22 B
8 23 N
8 24 N
8 25 H
8 26 N
8 27 T
8 28 T
8 29 N
8 30 N
8 31 T
8 32 N
8 33 N
8 34 N
8 35 T
8 36 N
8 37 B
8 38 N
8 39 T
8 40 N
8 41 N
8 42 T
8 43 N
8 44 H
8 45 H
8 46 N
8 47 N
8 48 N
8 49 B
8 50 N
9 1 N
9 2 T
9 3 H
9 4 N
9 5 T
9 6 T
9 7 H
9 8 T
9 9 N
9 10 N
9 11 H
9 12 H
9 13 N
9 14 N
9 15 N
9 16 N
9 17 N
9 18 N
9 19 T
9 20 N
9 21 N
9 22 B
9 23 T
9 24 T
9 25 T
9 26 B
9 27 N
9 28 N
9 29 B
9 30 N
9 31 N
9 32 N
9 33 T
9 34 N
9 35 N
9 36 B
9 37 T
9 38 N
9 39 N
9 40 H
9 41 N
9 42 T
9 43 N
9 44 N
9 45 N
9 46 B
9 47 H
9 48 H
9 49 H
9 50 H
10 1 T
10 2 H
10 3 T
10 4 N
10 5 N
10 6 N
10 7 N
10 8 T
10 9 N
10 10 H
10 11 N
10 12 T
10 13 N
10 14 N
10 15 N
10 16 B
10 17 T
10 18 N
10 19 H
10 20 B
10 21 N
10 22 N
10 23 N
10 24 N
10 25 H
10 26 B
10 27 T
10 28 N
10 29 B
10 30 B
10 31 H
10 32 T
10 33 N
10 34 T
10 35 N
10 36 N
10 37 T
10 38 H
10 39 H
10 40 N
10 41 N
10 42 N
10 43 N
10 44 N
10 45 H
10 46 B
10 47 T
10 48 N
10 49 H
10 50 T
11 1 T
11 2 H
11 3 N
11 4 B
11 5 B
11 6 B
11 7 N
11 8 T
11 9 N
11 10 N
11 11 B
11 12 T
11 13 B
11 14 N
11 15 N
11 16 N
11 17 H
11 18 N
11 19 H
11 20 N
11 21 T
11 22 N
11 23 H
11 24 B
11 25 B
11 26 H
11 27 N
11 28 N
11 29 N
11 30 H
11 31 N
11 32 H
11 33 N
11 34 H
11 35 N
11 36 B
11 37 B
11 38 N
11 39 H
11 40 N
11 41 N
11 42 N
11 43 T
11 44 H
11 45 T
11 46 N
11 47 B
11 48 H
11 49 H
11 50 N
12 1 N
12 2 B
12 3 H
12 4 T
12 5 H
12 6 N
12 7 T
12 8 B
12 9 T
12 10 H
12 11 T
12 12 H
12 13 H
12 14 N
12 15 N
12 16 B
12 17 N
12 18 T
12 19 H
12 20 H
12 21 N
12 22 T
12 23 N
12 24 T
12 25 B
12 26 B
12 27 T
12 28 N
12 29 N
12 30 N
12 31 N
12 32 N
12 33 H
12 34 N
12 35 N
12 36 B
12 37 H
12 38 B
12 39 H
12 40 N
12 41 N
12 42 N
12 43 N
12 44 T
12 45 N
12 46 N
12 47 T
12 48 B
12 49 N
12 50 B
13 1 H
13 2 B
13 3 H
13 4 T
13 5 N
13 6 N
13 7 T
13 8 H
13 9 T
13 10 N
13 11 T
13 12 H
13 13 N
13 14 N
13 15 N
13 16 T
13 17 B
13 18 N
13 19 B
13 20 N
13 21 N
13 22 T
13 23 T
13 24 B
13 25 N
13 26 N
13 27 N
13 28 N
13 29 N
13 30 T
13 31 H
13 32 N
13 33 B
13 34 T
13 35 T
13 36 N
13 37 N
13 38 N
13 39 N
13 40 H
13 41 N
13 42 T
13 43 T
13 44 N
13 45 N
13 46 N
13 47 N
13 48 B
13 49 N
13 50 N
14 1 H
14 2 N
14 3 H
14 4 N
14 5 N
14 6 T
14 7 T
14 8 N
14 9 H
14 10 T
14 11 N
14 12 N
14 13 N
14 14 N
14 15 N
14 16 N
14 17 N
14 18 N
14 19 H
14 20 N
14 21 N
14 22 N
14 23 N
14 24 N
14 25 H
14 26 B
14 27 B
14 28 N
14 29 H
14 30 N
14 31 N
14 32 N
14 33 H
14 34 N
14 35 N
14 36 N
14 37 B
14 38 B
14 39 N
14 40 T
14 41 T
14 42 H
14 43 N
14 44 N
14 45 T
14 46 B
14 47 H
14 48 N
14 49 H
14 50 T
15 1 N
15 2 N
15 3 N
15 4 T
15 5 T
15 6 N
15 7 N
15 8 T
15 9 N
15 10 B
15 11 H
15 12 N
15 13 H
15 14 N
15 15 B
15 16 N
15 17 N
15 18 N
15 19 N
15 20 N
15 21 B
15 22 N
15 23 N
15 24 N
15 25 N
15 26 H
15 27 N
15 28 N
15 29 H
15 30 H
15 31 N
15 32 N
15 33 N
15 34 N
15 35 B
15 36 N
15 37 N
15 38 H
15 39 N
15 40 N
15 41 B
15 42 B
15 43 T
15 44 N
15 45 H
15 46 N
15 47 N
15 48 B
15 49 N
15 50 N
16 1 N
16 2 H
16 3 B
16 4 T
16 5 N
16 6 N
16 7 T
16 8 T
16 9 N
16 10 N
16 11 N
16 12 H
16 13 H
16 14 T
16 15 N
16 16 T
16 17 N
16 18 N
16 19 N
16 20 H
16 21 B
16 22 B
16 23 T
16 24 T
16 25 N
16 26 N
16 27 N
16 28 N
16 29 N
16 30 T
16 31 B
16 32 N
16 33 N
16 34 N
16 35 N
16 36 N
16 37 H
16 38 N
16 39 T
16 40 T
16 41 T
16 42 H
16 43 B
16 44 N
16 45 H
16 46 N
16 47 N
16 48 N
16 49 T
16 50 N
17 1 B
17 2 N
17 3 H
17 4 N
17 5 T
17 6 N
17 7 N
17 8 B
17 9 H
17 10 N
17 11 B
17 12 T
17 13 B
17 14 N
17 15 T
17 16 T
17 17 H
17 18 T
17 19 T
17 20 H
17 21 N
17 22 T
17 23 N
17 24 H
17 25 T
17 26 N
17 27 N
17 28 B
17 29 N
17 30 N
17 31 N
17 32 N
17 33 N
17 34 H
17 35 N
17 36 H
17 37 H
17 38 N
17 39 N
17 40 N
17 41 N
17 42 N
17 43 H
17 44 N
17 45 T
17 46 N
17 47 N
17 48 T
17 49 N
17 50 H
18 1 H
18 2 N
18 3 H
18 4 H
18 5 N
18 6 N
18 7 N
18 8 T
18 9 N
18 10 T
18 11 H
18 12 H
18 13 N
18 14 T
18 15 H
